39702,"Columbus, MS 39702, USA",33010,"Hialeah, FL 33010, USA",1354896,33.4497505,-88.3447125,25.8389796,-80.28229879999999,36
33010,"Hialeah, FL 33010, USA",68318,"Blue Springs, NE 68318, USA",2635204,25.8389796,-80.28229879999999,40.1498008,-96.63351250000001,38
68318,"Blue Springs, NE 68318, USA",45727,"Dexter City, OH 45727, USA",1452509,40.1498008,-96.63351250000001,39.65739,-81.4652213,27
68319,"Bradshaw, NE 68319, USA",29169,"West Columbia, SC 29169, USA",2012790,40.9594962,-97.76340189999999,33.9967094,-81.08661099999999,35
29169,"West Columbia, SC 29169, USA",62665,"Meredosia, IL 62665, USA",1357993,33.9967094,-81.08661099999999,39.8257261,-90.55419409999999,29
62665,"Meredosia, IL 62665, USA",20110,"Manassas, VA 20110, USA",1340611,39.8257261,-90.55419409999999,38.7655299,-77.4808741,47
20110,"Manassas, VA 20110, USA",94605,"Oakland, CA 94605, USA",4549258,38.7655299,-77.4808741,37.7553625,-122.1461058,33
94605,"Oakland, CA 94605, USA",65340,"Marshall, MO 65340, USA",3045771,37.7553625,-122.1461058,39.0685908,-93.2217288,23
65340,"Marshall, MO 65340, USA",11010,"Franklin Square, NY 11010, USA",1857893,39.0685908,-93.2217288,40.705458,-73.671478,39
11010,"Franklin Square, NY 11010, USA",78881,"Sabinal, TX 78881, USA",3088569,40.705458,-73.671478,29.4243459,-99.5214237,32
78881,"Sabinal, TX 78881, USA",03281,"Weare, NH 03281, USA",3441126,29.4243459,-99.5214237,43.0897037,-71.7382944,49
03281,"Weare, NH 03281, USA",31795,"Ty Ty, GA 31795, USA",1958442,43.0897037,-71.7382944,31.4821535,-83.645046,68
32212,"Jacksonville, FL 32212, USA",75144,"Kerens, TX 75144, USA",1570002,30.2121707,-81.679847,32.1353006,-96.2162489,26
75144,"Kerens, TX 75144, USA",61484,"Vermont, IL 61484, USA",1288930,32.1353006,-96.2162489,40.2978911,-90.4217838,41
61484,"Vermont, IL 61484, USA",25517,"Genoa, WV 25517, USA",868596,40.2978911,-90.4217838,38.0974265,-82.4528212,26
25517,"Genoa, WV 25517, USA",28766,"Penrose, NC 28766, USA",457676,38.0974265,-82.4528212,35.247895,-82.6213499,18
28766,"Penrose, NC 28766, USA",64762,"Liberal, MO 64762, USA",1337886,35.247895,-82.6213499,37.5349211,-94.500536,48
64762,"Liberal, MO 64762, USA",58036,"Gardner, ND 58036, USA",1207577,37.5349211,-94.500536,47.1374011,-97.0204965,14
58036,"Gardner, ND 58036, USA",68410,"Nebraska City, NE 68410, USA",812621,47.1374011,-97.0204965,40.6083032,-95.8582471,14
68410,"Nebraska City, NE 68410, USA",29692,"Ware Shoals, SC 29692, USA",1756027,40.6083032,-95.8582471,34.4188197,-82.2326191,24
29692,"Ware Shoals, SC 29692, USA",43787,"Stockport, OH 43787, USA",821923,34.4188197,-82.2326191,39.5449023,-81.7588706,17
04862,"Union, ME 04862, USA",04923,"Cambridge, ME 04923, USA",105090,44.31260839999999,-69.2562689,45.0265606,-69.4420076,19
04923,"Cambridge, ME 04923, USA",78880,"Rocksprings, TX 78880, USA",3729295,45.0265606,-69.4420076,30.0296929,-100.3611419,62
78880,"Rocksprings, TX 78880, USA",33839,"Eagle Lake, FL 33839, USA",2138113,30.0296929,-100.3611419,27.9758649,-81.7516672,31
33839,"Eagle Lake, FL 33839, USA",61866,"Rantoul, IL 61866, USA",1766302,27.9758649,-81.7516672,40.314539,-88.148577,36
61866,"Rantoul, IL 61866, USA",58374,"Sheyenne, ND 58374, USA",1471578,40.314539,-88.148577,47.8466195,-99.0332572,24
58374,"Sheyenne, ND 58374, USA",12433,"Glenford, NY 12433, USA",2655294,47.8466195,-99.0332572,42.00358689999999,-74.149631,32
12433,"Glenford, NY 12433, USA",47166,"Ramsey, IN 47166, USA",1348510,42.00358689999999,-74.149631,38.3082157,-86.16496889999999,22
47166,"Ramsey, IN 47166, USA",98585,"Silver Creek, WA 98585, USA",3760843,38.3082157,-86.16496889999999,46.5738069,-122.494474,31
98585,"Silver Creek, WA 98585, USA",53597,"Waunakee, WI 53597, USA",3149441,46.5738069,-122.494474,43.19272,-89.45526869999999,20
54138,"Lakewood, WI 54138, USA",84087,"Woods Cross, UT 84087, USA",2439123,45.34389669999999,-88.48025059999999,40.9111365,-111.9402777,42
84087,"Woods Cross, UT 84087, USA",54022,"River Falls, WI 54022, USA",2065929,40.9111365,-111.9402777,44.861815,-92.5818716,33
54022,"River Falls, WI 54022, USA",58705,"Minot AFB, ND 58705, USA",890362,44.861815,-92.5818716,48.42507819999999,-101.3200243,24
58705,"Minot AFB, ND 58705, USA",34953,"Port St. Lucie, FL 34953, USA",3510212,48.42507819999999,-101.3200243,27.242026,-80.3881334,51
34953,"Port St. Lucie, FL 34953, USA",79903,"El Paso, TX 79903, USA",2929838,27.242026,-80.3881334,31.7865679,-106.4434914,20
79903,"El Paso, TX 79903, USA",51458,"Odebolt, IA 51458, USA",1775553,31.7865679,-106.4434914,42.3329687,-95.2450223,41
51458,"Odebolt, IA 51458, USA",78232,"San Antonio, TX 78232, USA",1627218,42.3329687,-95.2450223,29.5946065,-98.45693159999999,30
78232,"San Antonio, TX 78232, USA",21051,"Fork, MD 21051, USA",2668768,29.5946065,-98.45693159999999,39.4703071,-76.4545163,37
21051,"Fork, MD 21051, USA",65646,"Everton, MO 65646, USA",1730753,39.4703071,-76.4545163,37.3648603,-93.70188499999999,30
43728,"Chesterhill, OH 43728, USA",34233,"Sarasota, FL 34233, USA",1615600,39.4814533,-81.9022903,27.2823282,-82.47021749999999,33
34233,"Sarasota, FL 34233, USA",91377,"Oak Park, CA 91377, USA",4210683,27.2823282,-82.47021749999999,34.1884787,-118.7607222,24
